distance_from_route_m,deviation_duration_sec,heading_difference_deg,off_route_distance_m,returned_to_route,stop_duration_sec,current_speed_kmh,speed_limit_kmh,overspeed_duration_sec,location_context
5.73,11.41,9.85,29.08,0,0.0,15.48,50,0,traffic_light
3.86,11.05,17.22,20.93,0,0.0,10.92,20,0,depot
1.37,5.07,14.79,21.41,0,0.0,43.86,45,0,depot
12.17,5.9,5.71,4.92,0,0.0,12.0,35,0,school
6.2,0.34,17.13,1.87,0,6.45,1.09,40,0,traffic_light
14.79,0.16,15.98,14.83,0,260.02,0.74,40,0,school
0.64,7.57,3.84,28.43,0,0.0,33.06,45,0,bus_stop
3.75,1.0,9.77,19.82,0,333.96,0.42,40,0,school
4.29,0.04,15.96,29.77,0,9.15,0.46,20,0,traffic_light
0.46,11.33,17.18,12.44,0,0.0,25.51,45,0,traffic_light
3.85,12.0,10.05,11.72,0,0.0,30.24,45,0,traffic_light
10.82,3.13,0.64,23.56,0,0.0,21.66,35,0,bus_stop
10.53,14.89,12.86,11.58,0,0.0,10.26,35,0,unknown
1.8,12.56,16.99,4.85,0,0.0,24.84,30,0,school
12.05,10.12,8.16,10.4,0,50.71,0.24,50,0,traffic_light
3.32,13.09,9.74,13.34,0,0.0,17.43,30,0,unknown
0.57,9.75,15.43,3.48,0,27.3,0.75,20,0,traffic_light
6.21,15.26,1.23,29.93,0,189.66,0.5,20,0,bus_stop
4.78,12.64,7.81,10.74,0,0.0,27.77,40,0,bus_stop
0.2,17.93,7.5,20.27,0,0.0,34.77,50,0,unknown
11.98,0.94,0.74,29.43,0,0.0,30.96,45,0,school
0.94,14.44,14.4,9.12,0,35.48,0.58,45,0,unknown
10.64,6.88,9.34,21.85,0,57.5,0.95,30,0,unknown
2.45,16.44,11.25,12.46,0,0.0,30.88,45,0,bus_stop
26.76,10.17,11.18,22.29,0,94.94,0.0,30,0,school
0.37,13.45,12.5,28.02,0,16.48,0.71,45,0,traffic_light
3.46,14.09,0.63,14.19,0,69.14,0.38,20,0,unknown
8.83,3.04,12.97,12.7,0,0.0,26.98,30,0,bus_stop
3.77,3.77,13.69,29.74,0,0.0,12.09,35,0,bus_stop
3.84,1.56,1.39,11.16,0,0.0,36.51,40,0,school
77.99,24.4,52.41,159.88,1,0.0,23.59,40,0,traffic_light
1.32,7.98,9.21,0.28,0,0.0,20.6,20,1.18,school
6.5,4.84,17.2,26.18,0,0.0,42.32,50,0,depot
3.23,11.8,16.82,16.68,0,0.0,33.12,35,0,bus_stop
5.53,12.68,3.59,22.39,0,0.0,31.38,45,0,school
17.18,14.65,16.06,0.71,0,29.14,1.15,40,0,traffic_light
5.7,7.02,5.43,1.47,0,0.0,14.81,20,0,bus_stop
7.13,7.34,9.34,27.44,0,0.0,37.93,45,0,unknown
10.14,1.06,2.35,8.1,0,0.0,42.14,45,0,traffic_light
6.64,11.89,14.39,20.8,0,0.0,21.05,35,0,unknown
9.79,15.62,10.18,13.6,0,0.0,24.16,40,0,traffic_light
12.6,16.24,15.56,10.57,0,0.0,19.25,30,0,bus_stop
61.25,67.05,33.46,602.2,0,0.0,32.33,40,0,unknown
7.98,2.91,12.84,6.04,0,0.0,11.44,40,0,unknown
0.6,0.04,17.48,16.18,0,37.55,0.26,30,0,traffic_light
7.54,16.35,1.13,21.82,0,0.0,42.27,45,0,unknown
53.01,69.23,37.75,342.18,1,0.0,17.79,20,0,school
12.02,2.16,11.05,18.32,0,100.77,0.72,50,0,bus_stop
0.59,17.3,7.49,27.85,0,230.0,1.13,45,0,school
8.74,8.69,6.52,17.76,0,0.0,23.03,30,0,depot
0.09,12.8,13.77,26.27,0,0.0,37.04,35,1.61,traffic_light
6.96,6.95,13.27,27.78,0,0.0,15.04,30,0,traffic_light
1.47,1.14,11.07,3.54,0,20.68,0.89,50,0,unknown
9.44,10.03,5.34,15.08,0,0.0,13.88,45,0,unknown
5.9,6.71,15.38,23.06,0,0.0,21.1,35,0,bus_stop
0.16,6.99,8.91,20.93,0,0.0,28.54,30,0,traffic_light
0.87,2.26,13.2,14.09,0,0.0,12.03,50,0,bus_stop
5.03,14.66,14.95,19.28,0,0.0,15.7,35,0,depot
8.3,7.74,1.94,7.94,0,0.0,31.08,30,1.1,school
0.63,9.69,6.28,12.76,0,0.0,10.04,30,0,traffic_light
0.39,16.52,1.64,1.66,0,0.0,17.58,20,0,school
2.25,12.59,17.59,5.68,0,0.0,33.38,35,0,school
6.15,10.15,17.41,28.38,0,0.0,38.82,45,0,bus_stop
8.52,0.52,0.6,12.42,0,23.87,0.39,20,0,unknown
1.73,9.91,17.5,1.83,0,46.21,0.51,45,0,traffic_light
25.27,11.9,14.96,12.87,0,37.36,0.9,50,0,unknown
18.22,5.36,6.14,26.24,0,178.27,0.7,20,0,school
1.48,8.73,6.0,15.72,0,0.0,8.95,40,0,bus_stop
0.34,0.17,4.86,23.14,0,0.0,26.98,30,0,school
1.83,1.28,10.72,27.92,0,0.0,46.6,45,0.84,depot
9.26,8.47,4.27,0.85,0,0.0,24.8,45,0,traffic_light
2.58,6.39,15.56,20.44,0,0.0,18.68,35,0,unknown
2.46,0.84,12.38,12.38,0,44.27,0.2,40,0,traffic_light
0.04,6.0,14.48,2.11,0,31.38,0.23,20,0,traffic_light
15.03,3.88,7.5,3.21,0,0.0,25.53,40,0,school
13.82,4.48,6.16,16.04,0,44.92,0.45,50,0,traffic_light
10.09,0.7,8.27,27.46,0,0.0,9.84,45,0,traffic_light
2.3,14.91,9.56,22.11,0,25.25,1.08,40,0,traffic_light
1.29,1.76,2.21,2.42,0,0.0,9.53,30,0,school
31.14,12.71,13.26,1.81,0,6.92,0.64,30,0,unknown
22.14,7.14,7.11,0.58,0,42.91,0.57,45,0,unknown
8.51,16.51,9.78,22.91,0,0.0,49.5,50,0,bus_stop
8.33,13.34,9.57,21.28,0,0.0,26.24,45,0,traffic_light
83.89,18.44,37.61,174.8,1,0.0,34.13,40,0,unknown
9.37,4.98,7.96,21.91,0,0.0,19.94,20,0,unknown
0.32,4.52,11.61,19.95,0,161.72,1.02,40,0,bus_stop
2.88,7.52,7.19,12.44,0,17.3,0.81,45,0,traffic_light
2.54,9.38,17.26,21.72,0,0.0,21.3,40,0,traffic_light
7.04,10.58,10.61,18.68,0,0.0,10.68,50,0,traffic_light
42.62,34.77,40.36,415.4,1,0.0,43.01,50,0,traffic_light
2.6,0.69,9.64,7.99,0,0.0,11.54,40,0,traffic_light
1.11,9.81,3.25,8.96,0,16.09,0.77,50,0,traffic_light
9.59,4.93,14.53,25.97,0,0.0,38.0,40,0,traffic_light
1.44,7.59,13.77,22.64,0,36.3,0.09,30,0,unknown
1.65,5.57,6.53,8.55,0,0.0,29.64,30,0,unknown
4.97,15.14,8.62,8.76,0,126.41,0.07,40,0,school
9.89,2.88,6.78,0.17,0,76.03,0.06,45,0,bus_stop
16.23,5.04,0.46,28.65,0,0.0,35.79,45,0,traffic_light
9.57,10.86,3.57,28.11,0,49.48,0.46,45,0,unknown
3.36,14.25,17.28,21.67,0,0.0,38.34,40,0,unknown
2.47,3.86,15.86,24.16,0,183.68,0.77,40,0,school
3.48,10.16,16.99,9.24,0,854.26,1.03,50,0,depot
7.5,15.28,15.96,17.58,0,27.6,0.33,45,0,unknown
4.83,5.25,17.42,8.54,0,0.0,8.55,35,0,traffic_light
28.02,16.84,11.96,8.67,0,87.35,0.8,35,0,depot
0.92,8.52,7.18,3.18,0,0.0,41.8,45,0,traffic_light
3.43,7.24,5.92,21.88,0,0.0,12.6,40,0,traffic_light
21.54,16.54,17.21,20.59,0,0.0,9.99,20,0,unknown
2.76,10.31,2.93,21.28,0,0.0,17.84,20,0,depot
6.56,11.05,6.9,28.97,0,161.95,0.84,35,0,school
7.25,9.4,17.52,8.29,0,0.0,33.0,35,0,unknown
2.61,9.41,12.0,4.45,0,169.59,0.69,40,0,bus_stop
6.35,14.03,6.42,27.95,0,0.0,38.11,40,0,traffic_light
13.17,3.44,9.94,29.3,0,210.81,0.84,20,0,depot
21.98,2.9,11.57,8.13,0,0.0,24.96,35,0,depot
39.86,84.38,56.79,652.93,1,0.0,27.86,50,0,depot
7.34,15.75,7.94,26.2,0,0.0,14.8,45,0,school
1.14,4.61,10.09,8.36,0,0.0,11.89,50,0,traffic_light
2.63,7.83,6.54,9.89,0,0.0,24.72,40,0,school
3.18,12.02,3.38,6.04,0,24.29,1.02,35,0,traffic_light
3.67,0.43,7.72,7.42,0,0.0,41.49,45,0,bus_stop
5.01,14.73,1.2,12.56,0,0.0,7.71,20,0,bus_stop
3.78,16.69,17.56,27.54,0,0.0,38.37,45,0,school
6.68,6.41,16.92,15.38,0,0.0,24.57,40,0,traffic_light
9.16,8.19,12.99,3.55,0,0.0,33.91,50,0,unknown
6.52,8.72,4.08,19.32,0,0.0,31.18,30,0.92,traffic_light
5.62,15.13,16.3,5.7,0,241.81,0.86,20,0,bus_stop
14.77,3.61,13.79,11.73,0,0.0,17.9,20,0,bus_stop
14.32,7.65,11.98,15.78,0,187.22,0.38,50,0,school
16.31,10.95,13.35,28.66,0,0.0,24.79,35,0,traffic_light
1.18,9.64,7.08,2.24,0,23.62,0.72,20,0,traffic_light
2.56,12.73,6.25,23.79,0,0.0,44.78,50,0,unknown
3.91,17.66,15.73,6.13,0,0.0,22.46,35,0,school
9.55,1.96,12.19,29.29,0,0.0,38.76,40,0,depot
16.02,15.52,5.13,9.33,0,0.0,20.86,35,0,bus_stop
4.44,0.48,2.8,16.0,0,0.0,16.44,45,0,school
2.95,13.78,17.23,14.84,0,0.0,18.14,30,0,unknown
19.4,7.26,13.2,28.47,0,0.0,39.96,50,0,unknown
2.03,13.36,8.73,17.5,0,0.0,16.6,30,0,school
0.15,14.39,12.68,26.6,0,0.0,15.73,40,0,unknown
11.67,9.37,14.15,27.58,0,0.0,17.4,30,0,unknown
0.57,5.15,8.06,2.56,0,0.0,20.89,45,0,traffic_light
15.83,13.73,6.23,23.85,0,0.0,14.36,45,0,school
4.96,4.24,6.93,17.76,0,10.24,0.35,30,0,unknown
4.86,17.52,14.53,14.57,0,0.0,24.1,35,0,traffic_light
5.85,5.68,11.29,4.85,0,48.34,1.07,20,0,traffic_light
1.82,17.05,4.14,19.45,0,325.9,0.45,20,0,depot
2.42,12.63,4.25,5.64,0,0.0,14.42,20,0,traffic_light
11.51,8.23,7.76,17.69,0,0.0,28.88,45,0,unknown
12.94,15.12,10.25,17.74,0,48.45,0.88,50,0,unknown
5.45,2.43,15.31,1.66,0,43.72,0.98,20,0,traffic_light
3.36,11.14,9.45,14.63,0,0.0,18.07,35,0,traffic_light
17.79,16.6,1.84,6.64,0,0.0,20.62,35,0,traffic_light
78.87,68.56,65.11,206.51,1,0.0,10.84,20,0,bus_stop
2.71,8.04,9.37,2.61,0,0.0,13.56,20,0,bus_stop
1.35,7.9,0.4,28.96,0,0.0,17.23,20,0,depot
4.35,0.23,16.43,1.76,0,0.0,17.03,30,0,bus_stop
6.83,14.32,14.31,17.55,0,0.0,12.66,20,0,bus_stop
2.04,11.49,12.13,20.49,0,0.0,51.1,50,3.36,traffic_light
12.09,11.44,15.52,23.91,0,0.0,7.83,45,0,bus_stop
2.68,12.84,15.7,12.49,0,0.0,37.03,50,0,school
0.53,8.26,11.67,9.66,0,0.0,52.68,50,3.96,unknown
1.99,4.75,2.63,21.49,0,0.0,37.14,45,0,school
5.92,9.67,11.56,14.02,0,28.72,0.61,50,0,unknown
58.01,11.01,48.57,1.18,0,377.32,0.39,45,0,school
1.55,9.4,9.54,12.03,0,0.0,27.24,35,0,depot
1.5,11.12,10.87,6.06,0,39.62,0.13,35,0,traffic_light
9.11,11.58,14.08,17.79,0,0.0,31.06,30,3.01,school
11.37,5.9,2.27,11.04,0,49.6,0.99,35,0,unknown
3.98,4.34,3.56,8.23,0,203.39,0.11,40,0,school
7.7,1.75,4.27,10.84,0,15.41,0.68,50,0,unknown
5.91,16.83,0.69,0.05,0,0.0,29.16,40,0,traffic_light
6.31,5.61,0.97,23.94,0,0.0,7.23,30,0,school
35,7.03,17.97,18.73,0,70.14,0.74,45,0,bus_stop
11.02,1.81,9.07,8.76,0,0.0,52.68,50,3.43,traffic_light
5.99,0.79,11.22,3.0,0,428.32,0.88,40,0,depot
0.98,6.95,1.24,22.97,0,0.0,8.13,30,0,depot
10.81,2.63,7.51,6.26,0,0.0,29.16,40,0,unknown
2.18,6.77,11.54,20.95,0,83.68,1.04,30,0,bus_stop
5.03,7.9,1.52,23.61,0,123.35,0.21,30,0,bus_stop
2.44,7.7,3.59,18.34,0,388.69,0.54,45,0,depot
1.07,3.43,16.41,2.85,0,0.0,22.06,30,0,unknown
18.73,13.2,2.37,9.89,0,194.32,0.77,35,0,school
61.53,40.63,30.9,6.46,1,35.58,0.57,20,0,unknown
7.2,13.15,9.74,8.53,0,22.8,0.05,35,0,traffic_light
1.28,10.63,13.67,9.3,0,281.64,0.89,30,0,school
11.83,13.31,11.64,13.29,0,27.37,0.64,30,0,traffic_light
92.48,83.29,36.77,14.77,1,537.61,0.64,40,0,school
3.22,3.91,14.03,29.53,0,0.0,46.97,45,2.98,traffic_light
3.7,2.55,2.58,29.34,0,0.0,11.28,40,0,unknown
6.88,10.57,10.89,15.13,0,27.47,0.95,20,0,unknown
0.69,2.07,7.23,14.45,0,0.0,31.57,45,0,unknown
81.54,24.08,32.5,182.65,1,0.0,27.31,30,0,traffic_light
2.41,4.88,4.08,3.98,0,68.61,0.44,40,0,bus_stop
10.38,17.84,2.73,25.65,0,0.0,26.48,45,0,depot
2.5,0.61,16.97,29.97,0,0.0,7.57,50,0,traffic_light
1.45,3.29,15.15,10.91,0,0.0,35.58,50,0,traffic_light
20.58,7.42,17.52,18.68,0,0.0,32.09,30,2.24,traffic_light
16.34,4.17,12.41,14.4,0,0.0,50.6,50,1.81,depot
4.14,8.15,7.85,2.85,0,0.0,9.49,35,0,traffic_light
52.79,50.26,45.57,13.6,1,48.28,0.97,45,0,bus_stop
2.95,10.81,15.25,24.94,0,0.0,10.13,40,0,depot
4.19,12.38,8.35,12.95,0,0.0,20.1,35,0,bus_stop
8.12,13.47,16.32,27.28,0,402.5,0.76,40,0,school
5.82,12.75,1.16,28.5,0,0.0,9.55,40,0,bus_stop
9.57,4.1,0.28,25.47,0,0.0,20.36,20,1.76,bus_stop
29.28,2.94,13.56,27.76,0,0.0,22.52,50,0,traffic_light
6.89,0.09,13.98,15.73,0,0.0,16.24,40,0,bus_stop
6.0,5.1,4.52,2.98,0,0.0,37.68,50,0,traffic_light
1.48,6.29,6.08,25.96,0,0.0,9.28,30,0,unknown
14.02,7.5,1.99,19.13,0,0.0,28.06,30,0,traffic_light
8.83,1.28,3.26,16.88,0,0.0,24.79,40,0,depot
4.94,0.11,7.56,20.64,0,0.0,18.66,50,0,depot
2.76,11.65,2.16,19.75,0,0.0,27.81,35,0,traffic_light
58.02,87.86,36.31,332.21,1,0.0,13.61,35,0,bus_stop
9.76,12.25,11.01,9.91,0,379.01,0.26,30,0,depot
3.6,9.78,1.18,15.12,0,0.0,29.01,40,0,bus_stop
54.28,91.96,46.41,793.59,1,0.0,31.07,30,2.19,traffic_light
5.12,9.12,10.51,7.68,0,64.97,0.38,35,0,depot
5.54,0.89,16.18,10.33,0,0.0,8.88,30,0,traffic_light
1.3,5.66,5.47,3.73,0,0.0,9.56,30,0,unknown
1.28,8.93,13.93,25.26,0,18.95,0.86,30,0,traffic_light
1.08,0.55,7.97,13.62,0,0.0,7.96,20,0,unknown
4.42,1.81,16.68,10.62,0,0.0,12.12,50,0,unknown
0.08,4.49,9.65,2.42,0,0.0,30.3,35,0,unknown
1.36,16.19,5.74,15.01,0,0.0,27.01,40,0,traffic_light
7.14,4.16,6.63,1.79,0,30.44,0.03,20,0,traffic_light
1.39,7.83,16.7,26.36,0,50.95,0.23,50,0,traffic_light
12.6,16.16,12.29,12.83,0,0.0,49.94,50,0,traffic_light
13.56,17.3,5.99,4.6,0,0.0,8.69,45,0,depot
20.33,6.42,0.01,10.99,0,0.0,19.78,20,0,unknown
11.39,1.8,13.23,21.19,0,0.0,8.7,30,0,school
2.09,11.65,13.99,29.23,0,0.0,41.77,40,2.82,depot
2.96,16.22,12.34,17.53,0,17.68,1.01,35,0,traffic_light
9.5,17.38,4.24,24.77,0,0.0,10.47,20,0,traffic_light
1.6,9.29,0.86,0.26,0,17.17,0.1,40,0,unknown
4.36,12.83,7.14,23.01,0,0.0,24.59,50,0,unknown
12.04,5.28,7.52,2.39,0,0.0,36.86,40,0,unknown
14.46,4.66,9.49,17.05,0,0.0,35.42,45,0,unknown
0.65,5.85,13.25,25.1,0,0.0,30.79,35,0,unknown
3.45,12.16,1.83,22.61,0,22.11,0.28,45,0,unknown
47.83,11.7,38.54,0.82,0,203.61,0.25,45,0,bus_stop
3.61,3.21,8.14,18.33,0,0.0,11.2,45,0,school
46.26,98.5,52.51,621.03,0,0.0,22.7,20,2.26,traffic_light
0.88,8.87,13.72,26.05,0,189.18,0.14,40,0,depot
15.26,11.22,7.59,11.0,0,137.06,1.01,30,0,bus_stop
5.78,3.64,16.72,5.9,0,0.0,8.5,45,0,unknown
3.47,10.63,5.89,10.58,0,0.0,25.7,40,0,school
1.06,14.85,7.89,21.25,0,0.0,18.7,20,0,bus_stop
5.73,4.53,7.86,16.89,0,0.0,15.67,20,0,bus_stop
13.56,6.51,5.11,27.38,0,0.0,19.3,30,0,unknown
9.73,11.33,3.72,26.08,0,54.6,0.06,20,0,traffic_light
5.12,8.09,12.45,23.01,0,0.0,33.92,40,0,bus_stop
5.91,3.87,3.64,20.18,0,0.0,31.64,35,0,unknown
31.85,1.51,4.09,3.91,0,0.0,22.17,20,1.4,bus_stop
16.85,16.97,15.52,22.76,0,0.0,15.62,30,0,depot
2.81,14.95,14.14,14.44,0,0.0,21.88,20,2.39,traffic_light
27.41,14.32,7.47,29.6,0,0.0,19.61,40,0,school
0.86,16.57,3.4,20.95,0,0.0,11.15,35,0,bus_stop
3.28,8.04,13.33,26.62,0,0.0,40.0,40,0,traffic_light
7.42,1.97,10.4,24.3,0,0.0,36.79,35,1.83,unknown
10.52,13.19,17.85,11.42,0,422.77,1.09,20,0,depot
2.13,16.31,14.54,23.58,0,43.43,0.07,45,0,unknown
35.61,77.1,46.45,272.61,0,0.0,12.73,35,0,bus_stop
0.11,11.26,4.23,28.8,0,0.0,20.93,20,2.11,bus_stop
8.37,13.16,12.07,5.48,0,0.0,28.89,30,0,school
54.11,43.35,15.49,206.09,1,0.0,17.12,35,0,unknown
31.25,6.18,5.07,1.59,0,0.0,30.87,45,0,traffic_light
11.45,13.6,16.6,1.28,0,0.0,12.18,20,0,unknown
1.35,11.35,15.01,2.84,0,0.0,31.0,40,0,unknown
4.96,12.26,15.26,12.36,0,43.72,0.43,40,0,unknown
12.58,17.32,3.36,23.11,0,0.0,32.09,30,2.92,unknown
4.19,1.91,8.78,20.07,0,0.0,31.22,30,0.48,traffic_light
0.55,6.71,1.21,27.83,0,44.03,0.9,35,0,bus_stop
5.33,0.98,6.77,18.08,0,0.0,22.85,30,0,school
6.32,13.77,0.58,8.8,0,0.0,9.58,50,0,depot
3.99,0.75,15.92,21.58,0,84.82,0.58,30,0,bus_stop
3.35,3.08,5.85,0.2,0,47.1,0.33,35,0,bus_stop
8.05,1.56,17.11,19.85,0,0.0,33.96,35,0,traffic_light
24.14,0.16,7.73,12.93,0,210.15,0.48,50,0,bus_stop
1.98,17.09,1.43,10.49,0,16.95,0.12,20,0,traffic_light
4.71,15.68,3.42,13.79,0,0.0,41.46,40,2.67,bus_stop
0.88,11.13,7.42,10.02,0,0.0,24.88,50,0,unknown
1.53,16.88,8.0,1.61,0,0.0,15.56,40,0,depot
7.15,6.13,0.89,9.09,0,0.0,8.3,30,0,unknown
1.28,11.07,8.87,16.19,0,0.0,23.33,40,0,bus_stop
6.09,17.8,8.8,10.08,0,0.0,32.01,45,0,unknown
56.36,70.67,71.72,190.82,1,0.0,9.72,40,0,school
1.95,10.91,3.14,10.62,0,0.0,11.91,20,0,unknown
2.94,4.07,1.68,22.52,0,486.38,0.87,40,0,school
0.47,4.94,1.54,22.8,0,0.0,31.08,35,0,unknown
0.85,15.86,14.24,27.39,0,0.0,15.79,30,0,school
0.53,1.96,1.44,25.44,0,0.0,28.26,45,0,unknown
57.39,33.76,34.79,157.8,0,0.0,16.83,45,0,depot
47.5,67.33,39.79,191.63,1,0.0,10.25,20,0,traffic_light
8.53,12.27,3.8,17.44,0,0.0,19.21,30,0,school
5.2,2.0,11.1,12.65,0,205.66,0.47,40,0,bus_stop
1.47,17.66,2.52,21.54,0,0.0,29.91,35,0,unknown
13.04,1.67,14.14,9.6,0,7.34,0.6,20,0,unknown
3.14,12.76,13.22,8.76,0,43.42,0.39,45,0,traffic_light
14.79,10.03,4.44,24.21,0,0.0,18.88,35,0,bus_stop
0.26,12.06,11.57,2.38,0,0.0,10.66,35,0,unknown
3.64,17.74,7.56,25.18,0,0.0,37.04,40,0,school
25.9,11.24,3.98,19.37,0,0.0,9.64,30,0,school
8.39,10.93,3.8,17.7,0,0.0,12.52,30,0,traffic_light
4.34,2.84,9.4,25.39,0,40.79,0.4,20,0,traffic_light
0.01,0.88,4.56,3.83,0,75.67,0.51,20,0,bus_stop
13.83,4.57,5.54,16.77,0,0.0,38.49,50,0,depot
1.61,14.72,16.18,2.72,0,0.0,48.09,50,0,unknown
7.0,15.05,11.14,0.27,0,62.34,0.08,50,0,traffic_light
26.96,17.86,0.45,14.32,0,0.0,10.44,35,0,traffic_light
3.68,17.25,8.13,3.7,0,0.0,23.71,30,0,depot
6.63,3.59,15.63,16.45,0,0.0,20.35,35,0,depot
26.78,15.98,10.07,4.69,0,0.0,29.13,40,0,unknown
3.74,2.01,8.55,14.18,0,0.0,9.12,35,0,school
4.99,2.91,1.4,22.64,0,18.56,0.47,35,0,unknown
35,6.34,15.42,9.05,0,256.35,0.15,50,0,depot
1.71,0.8,2.23,3.44,0,0.0,14.35,45,0,school
0.11,16.14,4.22,15.79,0,10.43,0.07,50,0,unknown
0.53,8.17,16.83,3.41,0,0.0,24.02,30,0,traffic_light
1.94,11.91,0.14,17.12,0,0.0,36.34,35,1.96,school
1.45,15.54,10.26,20.26,0,0.0,22.55,30,0,unknown
2.29,9.18,9.21,26.71,0,0.0,13.09,40,0,unknown
13.37,9.86,7.33,12.48,0,0.0,15.7,30,0,school
2.97,4.45,0.9,0.5,0,317.06,1.0,30,0,school
1.78,13.55,13.56,10.33,0,740.35,0.31,40,0,school
0.81,12.04,5.43,1.23,0,0.0,16.14,50,0,unknown
8.96,14.18,7.61,9.73,0,0.0,14.49,20,0,traffic_light
2.05,0.02,13.84,21.44,0,0.0,7.83,35,0,unknown
5.42,1.1,14.49,10.35,0,0.0,10.0,20,0,traffic_light
11.55,13.2,5.45,9.12,0,0.0,7.52,30,0,school
14.29,15.44,16.26,8.31,0,26.33,0.99,30,0,traffic_light
1.69,16.21,0.8,0.69,0,0.0,8.53,20,0,bus_stop
5.33,7.72,13.49,13.77,0,0.0,24.72,50,0,school
2.07,16.12,3.24,8.98,0,0.0,10.59,30,0,depot
7.39,12.7,13.81,9.07,0,35.91,0.46,40,0,traffic_light
3.09,11.32,16.45,22.63,0,202.46,0.06,45,0,depot
3.27,1.15,11.86,13.02,0,0.0,7.42,35,0,school
5.56,7.71,3.34,6.36,0,210.23,1.09,35,0,depot
3.87,9.42,14.07,22.04,0,0.0,20.14,20,0.31,traffic_light
3.9,9.58,2.66,14.91,0,600.31,1.07,45,0,school
2.06,7.8,6.9,13.75,0,0.0,7.37,45,0,school
0.25,14.33,10.68,6.72,0,170.06,0.51,45,0,bus_stop
0.78,1.66,13.54,5.12,0,0.0,47.08,50,0,traffic_light
76.49,60.51,24.02,5.49,0,15.62,0.33,50,0,traffic_light
17.89,16.74,5.17,10.04,0,0.0,32.17,30,2.52,unknown
15.73,0.38,6.38,7.29,0,0.0,27.1,50,0,traffic_light
1.24,16.75,6.53,7.81,0,0.0,12.2,40,0,bus_stop
5.07,16.3,12.01,5.77,0,0.0,29.62,35,0,unknown
23.69,0.71,10.57,28.99,0,0.0,19.37,30,0,school
35,9.33,10.87,21.65,0,181.42,1.04,20,0,bus_stop
0.16,16.99,10.51,26.93,0,0.0,40.37,40,3.11,traffic_light
7.95,6.22,16.32,23.84,0,0.0,14.97,20,0,bus_stop
3.16,10.88,6.12,22.27,0,38.77,1.06,20,0,traffic_light
0.53,14.84,10.98,8.36,0,0.0,38.91,45,0,depot
14.04,3.43,11.39,2.37,0,180.34,0.5,45,0,bus_stop
22.53,14.05,7.62,25.76,0,0.0,18.58,50,0,unknown
0.16,6.83,10.07,5.84,0,50.92,0.49,50,0,traffic_light
5.26,8.1,15.17,2.66,0,0.0,38.51,40,0,traffic_light
17.82,9.13,7.13,2.06,0,24.7,0.79,45,0,traffic_light
70.38,77.98,64.38,434.19,1,0.0,20.05,50,0,bus_stop
6.15,5.76,2.45,9.83,0,0.0,32.88,30,2.89,bus_stop
21.31,2.73,5.56,26.67,0,0.0,15.42,40,0,traffic_light
2.12,11.79,9.06,5.23,0,0.0,24.86,35,0,traffic_light
0.31,1.74,11.36,5.76,0,0.0,7.94,30,0,school
1.15,15.0,4.83,29.58,0,61.3,1.07,35,0,unknown
9.88,16.45,3.73,5.61,0,0.0,9.45,45,0,unknown
7.74,17.74,7.38,29.47,0,0.0,27.89,35,0,traffic_light
9.91,4.9,2.26,11.31,0,0.0,28.41,35,0,bus_stop
1.38,11.86,11.77,18.3,0,0.0,8.03,30,0,depot
76.98,22.56,36.97,3.72,1,121.65,0.59,30,0,school
0.18,7.83,8.95,1.92,0,0.0,14.44,20,0,school
3.72,7.33,13.22,16.3,0,0.0,21.57,20,2.43,traffic_light
2.37,8.14,3.5,6.9,0,768.19,0.39,30,0,school
3.05,13.72,2.31,19.51,0,0.0,30.76,40,0,school
11.76,14.36,2.29,4.53,0,0.0,27.08,50,0,bus_stop
8.16,10.56,9.61,0.83,0,285.86,0.29,35,0,school
12.8,1.14,15.3,22.11,0,613.12,0.07,50,0,school
3.45,6.71,4.22,28.11,0,0.0,16.66,35,0,traffic_light
2.97,15.98,1.96,23.78,0,0.0,33.06,40,0,bus_stop
5.41,8.86,15.89,21.12,0,0.0,12.79,30,0,traffic_light
1.6,13.61,14.24,23.69,0,0.0,8.71,20,0,bus_stop
1.1,10.35,15.03,14.94,0,200.15,0.14,20,0,bus_stop
16.75,13.17,3.71,7.27,0,27.73,0.51,20,0,unknown
5.41,11.54,5.6,26.78,0,0.0,37.7,45,0,school
4.44,17.47,2.83,20.34,0,20.92,1.14,20,0,traffic_light
5.5,3.36,13.11,1.25,0,0.0,35.07,35,2.69,depot
7.65,15.81,10.71,28.92,0,0.0,16.37,20,0,bus_stop
2.79,16.46,13.36,18.9,0,16.76,1.13,45,0,traffic_light
4.94,17.88,5.08,3.13,0,0.0,35.9,40,0,school
3.85,1.14,12.44,9.29,0,0.0,21.12,20,1.57,unknown
3.66,17.25,6.23,15.06,0,0.0,17.97,40,0,bus_stop
16.06,13.98,16.95,3.51,0,0.0,35.17,40,0,traffic_light
13.39,17.91,4.17,15.14,0,0.0,28.26,50,0,school
3.54,16.52,4.34,12.94,0,0.0,18.02,30,0,traffic_light
3.44,16.34,14.94,20.2,0,237.64,0.22,20,0,bus_stop
10.64,12.35,7.37,4.42,0,0.0,23.74,40,0,traffic_light
8.17,12.15,9.33,22.96,0,0.0,9.05,30,0,unknown
0.21,4.12,1.02,17.94,0,0.0,33.37,35,0,bus_stop
12.52,16.55,7.33,7.98,0,33.05,1.12,45,0,unknown
3.51,12.58,1.86,26.47,0,0.0,12.97,40,0,traffic_light
